reporting_start,reporting_end,campaign_name,delivery,results,result_indicator,reach,impressions,cost_per_result,amount_spent,end_date,frequency,link_clicks,button_clicks,comments,reactions,shares,engagement
1/9/18,1/9/18,20171215-20180103 Lead Gen Turnkey,completed,,,0,0,,0,1/7/18,0,,0,,,,
1/9/18,1/9/18,20171215-20171222 Traffic Rottet,completed,,,0,0,,0,12/22/17,0,,0,,,,
1/9/18,1/9/18,20180109-20180115 'A'ali'i Blog Retargeting,completed,1,actions:offsite_conversion.fb_pixel_complete_registration,1723,2803,26.71,26.71,1/15/18,1.626813697,40,18,,17,3,61
1/9/18,1/9/18,"Post: ""Shaken, not stirred: Bar Leather Apron provides...""",completed,,,0,0,,0,1/8/18,0,,0,,,,
1/9/18,1/9/18,20171228-20180103 Traffic Homefinder,completed,,,0,0,,0,1/3/18,0,,0,,,,
1/8/18,1/8/18,20171215-20180103 Lead Gen Turnkey,completed,,,0,0,,0,1/7/18,0,,0,,,,
1/8/18,1/8/18,"Post: ""Names have power. Learn more about the origins of...""",inactive,,,0,0,,0,1/15/18,0,,0,,,,
1/8/18,1/8/18,20180122-20180127 Lead Gen OO,completed,,,0,0,,0,1/27/18,0,,0,,,,
1/8/18,1/8/18,20180109-20180111 Lead Gen Turnkey,completed,,,0,0,,0,1/11/18,0,,0,,,,
1/8/18,1/8/18,20180109-20180115 'A'ali'i Blog Retargeting,completed,,,0,0,,0,1/15/18,0,,0,,,,
1/8/18,1/8/18,20171215-20171222 Traffic Rottet,completed,,,0,0,,0,12/22/17,0,,0,,,,
1/8/18,1/8/18,"Post: ""From post-its to your iPhone, design is a part of...""",recently_completed,,,0,0,,0,1/29/18,0,,0,,,,
1/8/18,1/8/18,"Post: ""Catch a movie, take a free yoga class or meet up...""",completed,,,0,0,,0,12/31/17,0,,0,,,,
1/8/18,1/8/18,20180117-20180123 Lead Gen Turnkey,completed,,,0,0,,0,1/23/18,0,,0,,,,
1/8/18,1/8/18,"Post: ""From Nobu to Piggy Smalls, find some of...""",completed,,,0,0,,0,12/24/17,0,,0,,,,
1/8/18,1/8/18,"Post: ""Honolulu‰Ûªs art scene has never been more...""",active,,,0,0,,0,2/5/18,0,,0,,,,
1/8/18,1/8/18,"Post: ""Shaken, not stirred: Bar Leather Apron provides...""",completed,117,actions:post_engagement,7417,8254,1.236239316,144.64,1/8/18,1.112848861,23,7,,87,1,117
1/8/18,1/8/18,20180129-20180202 Lead Gen OO,recently_completed,,,0,0,,0,2/2/18,0,,0,,,,
1/8/18,1/8/18,2018011-20180117 Traffic Private Lanai,inactive,,,0,0,,0,1/17/18,0,,0,,,,
1/8/18,1/8/18,20171228-20180103 Traffic Homefinder,completed,,,0,0,,0,1/3/18,0,,0,,,,
1/8/18,1/8/18,20171221-20171231 'A'ali'i Blog Retargeting,completed,,,0,0,,0,12/31/17,0,,0,,,,
1/8/18,1/8/18,"Post: ""Honolulu‰Ûªs art scene has never been more...""",inactive,,,0,0,,0,2/5/18,0,,0,,,,
1/8/18,1/8/18,"Post: ""Who was Ossipoff and what is mid-century modern...""",completed,,,0,0,,0,1/19/18,0,,0,,,,
1/8/18,1/8/18,20180111-20180119 Lead Gen Private Lanai,completed,,,0,0,,0,1/19/18,0,,0,,,,
1/8/18,1/8/18,20171215-20171222 Traffic Turnkey,completed,,,0,0,,0,12/22/17,0,,0,,,,
1/8/18,1/8/18,20180204-20180204 Lead Gen OO,active,,,0,0,,0,2/4/18,0,,0,,,,
1/8/18,1/8/18,"Post: ""You‰Ûªve heard of smart homes, smart devices, and...""",completed,,,0,0,,0,1/23/18,0,,0,,,,
1/7/18,1/7/18,2018011-20180117 Traffic Private Lanai,inactive,,,0,0,,0,1/17/18,0,,0,,,,
1/7/18,1/7/18,20171215-20171222 Traffic Rottet,completed,,,0,0,,0,12/22/17,0,,0,,,,
1/7/18,1/7/18,20180122-20180127 Lead Gen OO,completed,,,0,0,,0,1/27/18,0,,0,,,,
1/7/18,1/7/18,"Post: ""Catch a movie, take a free yoga class or meet up...""",completed,,,0,0,,0,12/31/17,0,,0,,,,
1/7/18,1/7/18,"Post: ""Who was Ossipoff and what is mid-century modern...""",completed,,,0,0,,0,1/19/18,0,,0,,,,
1/7/18,1/7/18,20171215-20171222 Traffic Turnkey,completed,,,0,0,,0,12/22/17,0,,0,,,,
1/7/18,1/7/18,20180129-20180202 Lead Gen OO,recently_completed,,,0,0,,0,2/2/18,0,,0,,,,
1/7/18,1/7/18,"Post: ""From Nobu to Piggy Smalls, find some of...""",completed,,,0,0,,0,12/24/17,0,,0,,,,
1/7/18,1/7/18,"Post: ""Names have power. Learn more about the origins of...""",inactive,,,0,0,,0,1/15/18,0,,0,,,,
1/7/18,1/7/18,20180109-20180111 Lead Gen Turnkey,completed,,,0,0,,0,1/11/18,0,,0,,,,
1/7/18,1/7/18,20171228-20180103 Traffic Homefinder,completed,,,0,0,,0,1/3/18,0,,0,,,,
1/7/18,1/7/18,"Post: ""You‰Ûªve heard of smart homes, smart devices, and...""",completed,,,0,0,,0,1/23/18,0,,0,,,,
1/7/18,1/7/18,20180111-20180119 Lead Gen Private Lanai,completed,,,0,0,,0,1/19/18,0,,0,,,,
1/7/18,1/7/18,20171221-20171231 'A'ali'i Blog Retargeting,completed,,,0,0,,0,12/31/17,0,,0,,,,
1/7/18,1/7/18,20180204-20180204 Lead Gen OO,active,,,0,0,,0,2/4/18,0,,0,,,,
1/7/18,1/7/18,"Post: ""Honolulu‰Ûªs art scene has never been more...""",inactive,,,0,0,,0,2/5/18,0,,0,,,,
1/7/18,1/7/18,"Post: ""Honolulu‰Ûªs art scene has never been more...""",active,,,0,0,,0,2/5/18,0,,0,,,,
1/7/18,1/7/18,20171215-20180103 Lead Gen Turnkey,completed,45,actions:leadgen.other,16150,16933,11.63222222,523.45,1/7/18,1.048482972,296,0,,59,,362
1/7/18,1/7/18,"Post: ""From post-its to your iPhone, design is a part of...""",recently_completed,,,0,0,,0,1/29/18,0,,0,,,,
1/7/18,1/7/18,20180109-20180115 'A'ali'i Blog Retargeting,completed,,,0,0,,0,1/15/18,0,,0,,,,
1/7/18,1/7/18,20180117-20180123 Lead Gen Turnkey,completed,,,0,0,,0,1/23/18,0,,0,,,,
1/7/18,1/7/18,"Post: ""Shaken, not stirred: Bar Leather Apron provides...""",completed,219,actions:post_engagement,10530,12038,0.919863014,201.45,1/8/18,1.143209877,37,13,1,158,7,219
1/6/18,1/6/18,20180109-20180115 'A'ali'i Blog Retargeting,completed,,,0,0,,0,1/15/18,0,,0,,,,
1/6/18,1/6/18,20180204-20180204 Lead Gen OO,active,,,0,0,,0,2/4/18,0,,0,,,,
1/6/18,1/6/18,"Post: ""From Nobu to Piggy Smalls, find some of...""",completed,,,0,0,,0,12/24/17,0,,0,,,,
1/6/18,1/6/18,20171215-20171222 Traffic Rottet,completed,,,0,0,,0,12/22/17,0,,0,,,,
1/6/18,1/6/18,20180109-20180111 Lead Gen Turnkey,completed,,,0,0,,0,1/11/18,0,,0,,,,
1/6/18,1/6/18,2018011-20180117 Traffic Private Lanai,inactive,,,0,0,,0,1/17/18,0,,0,,,,
1/6/18,1/6/18,20180122-20180127 Lead Gen OO,completed,,,0,0,,0,1/27/18,0,,0,,,,
1/6/18,1/6/18,"Post: ""You‰Ûªve heard of smart homes, smart devices, and...""",completed,,,0,0,,0,1/23/18,0,,0,,,,
1/6/18,1/6/18,20180117-20180123 Lead Gen Turnkey,completed,,,0,0,,0,1/23/18,0,,0,,,,
1/6/18,1/6/18,20171215-20180103 Lead Gen Turnkey,completed,24,actions:leadgen.other,17603,19192,22.1725,532.14,1/7/18,1.090268704,297,0,,60,,367
1/6/18,1/6/18,20171228-20180103 Traffic Homefinder,completed,,,0,0,,0,1/3/18,0,,0,,,,
1/6/18,1/6/18,"Post: ""Honolulu‰Ûªs art scene has never been more...""",inactive,,,0,0,,0,2/5/18,0,,0,,,,
1/6/18,1/6/18,"Post: ""Honolulu‰Ûªs art scene has never been more...""",active,,,0,0,,0,2/5/18,0,,0,,,,
1/6/18,1/6/18,"Post: ""From post-its to your iPhone, design is a part of...""",recently_completed,,,0,0,,0,1/29/18,0,,0,,,,
1/6/18,1/6/18,"Post: ""Names have power. Learn more about the origins of...""",inactive,,,0,0,,0,1/15/18,0,,0,,,,
1/6/18,1/6/18,20180129-20180202 Lead Gen OO,recently_completed,,,0,0,,0,2/2/18,0,,0,,,,
1/6/18,1/6/18,"Post: ""Who was Ossipoff and what is mid-century modern...""",completed,,,0,0,,0,1/19/18,0,,0,,,,
1/6/18,1/6/18,20180111-20180119 Lead Gen Private Lanai,completed,,,0,0,,0,1/19/18,0,,0,,,,
1/6/18,1/6/18,"Post: ""Shaken, not stirred: Bar Leather Apron provides...""",completed,241,actions:post_engagement,10586,12098,0.856514523,206.42,1/8/18,1.142830153,45,18,1,167,7,241
1/6/18,1/6/18,20171221-20171231 'A'ali'i Blog Retargeting,completed,,,0,0,,0,12/31/17,0,,0,,,,
1/6/18,1/6/18,"Post: ""Catch a movie, take a free yoga class or meet up...""",completed,,,0,0,,0,12/31/17,0,,0,,,,
1/6/18,1/6/18,20171215-20171222 Traffic Turnkey,completed,,,0,0,,0,12/22/17,0,,0,,,,
1/5/18,1/5/18,"Post: ""From post-its to your iPhone, design is a part of...""",recently_completed,,,0,0,,0,1/29/18,0,,0,,,,
1/5/18,1/5/18,20180117-20180123 Lead Gen Turnkey,completed,,,0,0,,0,1/23/18,0,,0,,,,
1/5/18,1/5/18,"Post: ""Shaken, not stirred: Bar Leather Apron provides...""",completed,267,actions:post_engagement,9424,11029,0.675992509,180.49,1/8/18,1.170309847,34,15,3,197,5,267
1/5/18,1/5/18,"Post: ""Names have power. Learn more about the origins of...""",inactive,,,0,0,,0,1/15/18,0,,0,,,,
1/5/18,1/5/18,20171215-20180103 Lead Gen Turnkey,completed,38,actions:leadgen.other,21263,22858,16.78947368,638,1/7/18,1.075012933,392,0,,69,,471
1/5/18,1/5/18,"Post: ""Catch a movie, take a free yoga class or meet up...""",completed,,,0,0,,0,12/31/17,0,,0,,,,
1/5/18,1/5/18,"Post: ""Honolulu‰Ûªs art scene has never been more...""",inactive,,,0,0,,0,2/5/18,0,,0,,,,
1/5/18,1/5/18,"Post: ""Who was Ossipoff and what is mid-century modern...""",completed,,,0,0,,0,1/19/18,0,,0,,,,
1/5/18,1/5/18,20171215-20171222 Traffic Rottet,completed,,,0,0,,0,12/22/17,0,,0,,,,
1/5/18,1/5/18,20171228-20180103 Traffic Homefinder,completed,,,0,0,,0,1/3/18,0,,0,,,,
1/5/18,1/5/18,"Post: ""Honolulu‰Ûªs art scene has never been more...""",active,,,0,0,,0,2/5/18,0,,0,,,,
1/5/18,1/5/18,"Post: ""You‰Ûªve heard of smart homes, smart devices, and...""",completed,,,0,0,,0,1/23/18,0,,0,,,,
1/5/18,1/5/18,20171215-20171222 Traffic Turnkey,completed,,,0,0,,0,12/22/17,0,,0,,,,
1/5/18,1/5/18,20180129-20180202 Lead Gen OO,recently_completed,,,0,0,,0,2/2/18,0,,0,,,,
1/5/18,1/5/18,20180111-20180119 Lead Gen Private Lanai,completed,,,0,0,,0,1/19/18,0,,0,,,,
1/5/18,1/5/18,"Post: ""From Nobu to Piggy Smalls, find some of...""",completed,,,0,0,,0,12/24/17,0,,0,,,,
1/5/18,1/5/18,20180204-20180204 Lead Gen OO,active,,,0,0,,0,2/4/18,0,,0,,,,
1/5/18,1/5/18,20180109-20180111 Lead Gen Turnkey,completed,,,0,0,,0,1/11/18,0,,0,,,,
1/5/18,1/5/18,20171221-20171231 'A'ali'i Blog Retargeting,completed,,,0,0,,0,12/31/17,0,,0,,,,
1/5/18,1/5/18,2018011-20180117 Traffic Private Lanai,inactive,,,0,0,,0,1/17/18,0,,0,,,,
1/5/18,1/5/18,20180109-20180115 'A'ali'i Blog Retargeting,completed,,,0,0,,0,1/15/18,0,,0,,,,
1/5/18,1/5/18,20180122-20180127 Lead Gen OO,completed,,,0,0,,0,1/27/18,0,,0,,,,
1/4/18,1/4/18,"Post: ""Catch a movie, take a free yoga class or meet up...""",completed,,,0,0,,0,12/31/17,0,,0,,,,
1/4/18,1/4/18,20180111-20180119 Lead Gen Private Lanai,completed,,,0,0,,0,1/19/18,0,,0,,,,
1/4/18,1/4/18,"Post: ""Who was Ossipoff and what is mid-century modern...""",completed,,,0,0,,0,1/19/18,0,,0,,,,
1/4/18,1/4/18,20180109-20180111 Lead Gen Turnkey,completed,,,0,0,,0,1/11/18,0,,0,,,,
1/4/18,1/4/18,20180129-20180202 Lead Gen OO,recently_completed,,,0,0,,0,2/2/18,0,,0,,,,
1/4/18,1/4/18,2018011-20180117 Traffic Private Lanai,inactive,,,0,0,,0,1/17/18,0,,0,,,,
1/4/18,1/4/18,20171215-20171222 Traffic Turnkey,completed,,,0,0,,0,12/22/17,0,,0,,,,
1/4/18,1/4/18,"Post: ""Honolulu‰Ûªs art scene has never been more...""",inactive,,,0,0,,0,2/5/18,0,,0,,,,
1/4/18,1/4/18,20171221-20171231 'A'ali'i Blog Retargeting,completed,,,0,0,,0,12/31/17,0,,0,,,,
1/4/18,1/4/18,20171215-20180103 Lead Gen Turnkey,completed,67,actions:leadgen.other,20971,22622,9.623134328,644.75,1/7/18,1.078727767,435,0,,63,,506
1/4/18,1/4/18,"Post: ""Honolulu‰Ûªs art scene has never been more...""",active,,,0,0,,0,2/5/18,0,,0,,,,
1/4/18,1/4/18,20180109-20180115 'A'ali'i Blog Retargeting,completed,,,0,0,,0,1/15/18,0,,0,,,,
1/4/18,1/4/18,"Post: ""From Nobu to Piggy Smalls, find some of...""",completed,,,0,0,,0,12/24/17,0,,0,,,,
1/4/18,1/4/18,20171215-20171222 Traffic Rottet,completed,,,0,0,,0,12/22/17,0,,0,,,,
1/4/18,1/4/18,"Post: ""From post-its to your iPhone, design is a part of...""",recently_completed,,,0,0,,0,1/29/18,0,,0,,,,
1/4/18,1/4/18,20180122-20180127 Lead Gen OO,completed,,,0,0,,0,1/27/18,0,,0,,,,
1/4/18,1/4/18,20171228-20180103 Traffic Homefinder,completed,,,0,0,,0,1/3/18,0,,0,,,,
1/4/18,1/4/18,"Post: ""Names have power. Learn more about the origins of...""",inactive,,,0,0,,0,1/15/18,0,,0,,,,
1/4/18,1/4/18,20180117-20180123 Lead Gen Turnkey,completed,,,0,0,,0,1/23/18,0,,0,,,,
1/4/18,1/4/18,20180204-20180204 Lead Gen OO,active,,,0,0,,0,2/4/18,0,,0,,,,
1/4/18,1/4/18,"Post: ""You‰Ûªve heard of smart homes, smart devices, and...""",completed,,,0,0,,0,1/23/18,0,,0,,,,
1/4/18,1/4/18,"Post: ""Shaken, not stirred: Bar Leather Apron provides...""",completed,333,actions:post_engagement,9237,10475,0.479189189,159.57,1/8/18,1.134026199,39,22,2,258,8,333
1/3/18,1/3/18,"Post: ""Honolulu‰Ûªs art scene has never been more...""",inactive,,,0,0,,0,2/5/18,0,,0,,,,
1/3/18,1/3/18,20180111-20180119 Lead Gen Private Lanai,completed,,,0,0,,0,1/19/18,0,,0,,,,
1/3/18,1/3/18,20171221-20171231 'A'ali'i Blog Retargeting,completed,,,0,0,,0,12/31/17,0,,0,,,,
1/3/18,1/3/18,20180122-20180127 Lead Gen OO,completed,,,0,0,,0,1/27/18,0,,0,,,,
1/3/18,1/3/18,20180129-20180202 Lead Gen OO,recently_completed,,,0,0,,0,2/2/18,0,,0,,,,
1/3/18,1/3/18,"Post: ""Names have power. Learn more about the origins of...""",inactive,,,0,0,,0,1/15/18,0,,0,,,,
1/3/18,1/3/18,"Post: ""Honolulu‰Ûªs art scene has never been more...""",active,,,0,0,,0,2/5/18,0,,0,,,,
1/3/18,1/3/18,"Post: ""From post-its to your iPhone, design is a part of...""",recently_completed,,,0,0,,0,1/29/18,0,,0,,,,
1/3/18,1/3/18,"Post: ""Catch a movie, take a free yoga class or meet up...""",completed,,,0,0,,0,12/31/17,0,,0,,,,
1/3/18,1/3/18,"Post: ""Shaken, not stirred: Bar Leather Apron provides...""",completed,309,actions:post_engagement,4349,4705,0.259967638,80.33,1/8/18,1.081857898,28,21,,272,4,309
1/3/18,1/3/18,20180204-20180204 Lead Gen OO,active,,,0,0,,0,2/4/18,0,,0,,,,
1/3/18,1/3/18,20180109-20180115 'A'ali'i Blog Retargeting,completed,,,0,0,,0,1/15/18,0,,0,,,,
1/3/18,1/3/18,20180109-20180111 Lead Gen Turnkey,completed,,,0,0,,0,1/11/18,0,,0,,,,
1/3/18,1/3/18,2018011-20180117 Traffic Private Lanai,inactive,,,0,0,,0,1/17/18,0,,0,,,,
1/3/18,1/3/18,20180117-20180123 Lead Gen Turnkey,completed,,,0,0,,0,1/23/18,0,,0,,,,
1/3/18,1/3/18,20171215-20180103 Lead Gen Turnkey,completed,26,actions:leadgen.other,10418,11457,10.36153846,269.4,1/7/18,1.099731234,152,0,,53,,207
1/3/18,1/3/18,"Post: ""You‰Ûªve heard of smart homes, smart devices, and...""",completed,,,0,0,,0,1/23/18,0,,0,,,,
1/3/18,1/3/18,20171228-20180103 Traffic Homefinder,completed,157,actions:link_click,15215,21272,1.137133758,178.53,1/3/18,1.398093986,151,51,1,24,,182
1/3/18,1/3/18,20171215-20171222 Traffic Turnkey,completed,,,0,0,,0,12/22/17,0,,0,,,,
1/3/18,1/3/18,20171215-20171222 Traffic Rottet,completed,,,0,0,,0,12/22/17,0,,0,,,,
1/3/18,1/3/18,"Post: ""From Nobu to Piggy Smalls, find some of...""",completed,,,0,0,,0,12/24/17,0,,0,,,,
1/3/18,1/3/18,"Post: ""Who was Ossipoff and what is mid-century modern...""",completed,,,0,0,,0,1/19/18,0,,0,,,,
1/2/18,1/2/18,"Post: ""Honolulu‰Ûªs art scene has never been more...""",active,,,0,0,,0,2/5/18,0,,0,,,,
1/2/18,1/2/18,"Post: ""From Nobu to Piggy Smalls, find some of...""",completed,,,0,0,,0,12/24/17,0,,0,,,,
1/2/18,1/2/18,"Post: ""Shaken, not stirred: Bar Leather Apron provides...""",completed,188,actions:post_engagement,1162,1234,0.144148936,27.1,1/8/18,1.061962134,9,5,1,175,,188
1/2/18,1/2/18,"Post: ""Names have power. Learn more about the origins of...""",inactive,,,0,0,,0,1/15/18,0,,0,,,,
1/2/18,1/2/18,20180122-20180127 Lead Gen OO,completed,,,0,0,,0,1/27/18,0,,0,,,,
1/2/18,1/2/18,"Post: ""From post-its to your iPhone, design is a part of...""",recently_completed,,,0,0,,0,1/29/18,0,,0,,,,
1/2/18,1/2/18,20171215-20171222 Traffic Rottet,completed,,,0,0,,0,12/22/17,0,,0,,,,
1/2/18,1/2/18,20180129-20180202 Lead Gen OO,recently_completed,,,0,0,,0,2/2/18,0,,0,,,,
1/2/18,1/2/18,20180109-20180115 'A'ali'i Blog Retargeting,completed,,,0,0,,0,1/15/18,0,,0,,,,
1/2/18,1/2/18,20180204-20180204 Lead Gen OO,active,,,0,0,,0,2/4/18,0,,0,,,,
1/2/18,1/2/18,20180109-20180111 Lead Gen Turnkey,completed,,,0,0,,0,1/11/18,0,,0,,,,
1/2/18,1/2/18,20180111-20180119 Lead Gen Private Lanai,completed,,,0,0,,0,1/19/18,0,,0,,,,
1/2/18,1/2/18,"Post: ""Honolulu‰Ûªs art scene has never been more...""",inactive,,,0,0,,0,2/5/18,0,,0,,,,
1/2/18,1/2/18,"Post: ""Who was Ossipoff and what is mid-century modern...""",completed,,,0,0,,0,1/19/18,0,,0,,,,
1/2/18,1/2/18,20171221-20171231 'A'ali'i Blog Retargeting,completed,,,0,0,,0,12/31/17,0,,0,,,,
1/2/18,1/2/18,20171215-20171222 Traffic Turnkey,completed,,,0,0,,0,12/22/17,0,,0,,,,
1/2/18,1/2/18,2018011-20180117 Traffic Private Lanai,inactive,,,0,0,,0,1/17/18,0,,0,,,,
1/2/18,1/2/18,"Post: ""You‰Ûªve heard of smart homes, smart devices, and...""",completed,,,0,0,,0,1/23/18,0,,0,,,,
1/2/18,1/2/18,20180117-20180123 Lead Gen Turnkey,completed,,,0,0,,0,1/23/18,0,,0,,,,
1/2/18,1/2/18,"Post: ""Catch a movie, take a free yoga class or meet up...""",completed,,,0,0,,0,12/31/17,0,,0,,,,
1/2/18,1/2/18,20171215-20180103 Lead Gen Turnkey,completed,13,actions:leadgen.other,8345,9325,14.78923077,192.26,1/7/18,1.11743559,84,0,1,51,,138
1/2/18,1/2/18,20171228-20180103 Traffic Homefinder,completed,167,actions:link_click,15738,24020,1.176467066,196.47,1/3/18,1.526242216,157,48,,54,1,222
1/1/18,1/1/18,"Post: ""From post-its to your iPhone, design is a part of...""",recently_completed,,,0,0,,0,1/29/18,0,,0,,,,
1/1/18,1/1/18,"Post: ""Shaken, not stirred: Bar Leather Apron provides...""",completed,,,0,0,,0,1/8/18,0,,0,,,,
1/1/18,1/1/18,"Post: ""Honolulu‰Ûªs art scene has never been more...""",inactive,,,0,0,,0,2/5/18,0,,0,,,,
1/1/18,1/1/18,20180204-20180204 Lead Gen OO,active,,,0,0,,0,2/4/18,0,,0,,,,
1/1/18,1/1/18,20171215-20180103 Lead Gen Turnkey,completed,,,0,0,,0,1/7/18,0,,0,,,,
1/1/18,1/1/18,"Post: ""You‰Ûªve heard of smart homes, smart devices, and...""",completed,,,0,0,,0,1/23/18,0,,0,,,,
1/1/18,1/1/18,20180117-20180123 Lead Gen Turnkey,completed,,,0,0,,0,1/23/18,0,,0,,,,
1/1/18,1/1/18,20180111-20180119 Lead Gen Private Lanai,completed,,,0,0,,0,1/19/18,0,,0,,,,
1/1/18,1/1/18,20171215-20171222 Traffic Turnkey,completed,,,0,0,,0,12/22/17,0,,0,,,,
1/1/18,1/1/18,20171221-20171231 'A'ali'i Blog Retargeting,completed,,,0,0,,0,12/31/17,0,,0,,,,
1/1/18,1/1/18,20180122-20180127 Lead Gen OO,completed,,,0,0,,0,1/27/18,0,,0,,,,
1/1/18,1/1/18,"Post: ""Honolulu‰Ûªs art scene has never been more...""",active,,,0,0,,0,2/5/18,0,,0,,,,
1/1/18,1/1/18,20180109-20180115 'A'ali'i Blog Retargeting,completed,,,0,0,,0,1/15/18,0,,0,,,,
1/1/18,1/1/18,20180129-20180202 Lead Gen OO,recently_completed,,,0,0,,0,2/2/18,0,,0,,,,
1/1/18,1/1/18,20171215-20171222 Traffic Rottet,completed,,,0,0,,0,12/22/17,0,,0,,,,
1/1/18,1/1/18,2018011-20180117 Traffic Private Lanai,inactive,,,0,0,,0,1/17/18,0,,0,,,,
1/1/18,1/1/18,"Post: ""Catch a movie, take a free yoga class or meet up...""",completed,,,0,0,,0,12/31/17,0,,0,,,,
1/1/18,1/1/18,20171228-20180103 Traffic Homefinder,completed,,,0,0,,0,1/3/18,0,,0,,,,
1/1/18,1/1/18,"Post: ""Names have power. Learn more about the origins of...""",inactive,,,0,0,,0,1/15/18,0,,0,,,,
1/1/18,1/1/18,"Post: ""Who was Ossipoff and what is mid-century modern...""",completed,,,0,0,,0,1/19/18,0,,0,,,,
1/1/18,1/1/18,20180109-20180111 Lead Gen Turnkey,completed,,,0,0,,0,1/11/18,0,,0,,,,
1/1/18,1/1/18,"Post: ""From Nobu to Piggy Smalls, find some of...""",completed,,,0,0,,0,12/24/17,0,,0,,,,
12/31/17,12/31/17,2018011-20180117 Traffic Private Lanai,inactive,,,0,0,,0,1/17/18,0,,0,,,,
12/31/17,12/31/17,20180129-20180202 Lead Gen OO,recently_completed,,,0,0,,0,2/2/18,0,,0,,,,
12/31/17,12/31/17,"Post: ""You‰Ûªve heard of smart homes, smart devices, and...""",completed,,,0,0,,0,1/23/18,0,,0,,,,
12/31/17,12/31/17,20180117-20180123 Lead Gen Turnkey,completed,,,0,0,,0,1/23/18,0,,0,,,,
12/31/17,12/31/17,"Post: ""From Nobu to Piggy Smalls, find some of...""",completed,,,0,0,,0,12/24/17,0,,0,,,,
12/31/17,12/31/17,20171215-20180103 Lead Gen Turnkey,completed,11,actions:leadgen.other,5072,5378,14.00545455,154.06,1/7/18,1.06033123,75,0,,33,,109
12/31/17,12/31/17,20171215-20171222 Traffic Rottet,completed,,,0,0,,0,12/22/17,0,,0,,,,
12/31/17,12/31/17,20180122-20180127 Lead Gen OO,completed,,,0,0,,0,1/27/18,0,,0,,,,
12/31/17,12/31/17,20180204-20180204 Lead Gen OO,active,,,0,0,,0,2/4/18,0,,0,,,,
12/31/17,12/31/17,20171221-20171231 'A'ali'i Blog Retargeting,completed,,,557,723,,12.51,12/31/17,1.298025135,5,4,,6,,11
12/31/17,12/31/17,"Post: ""Who was Ossipoff and what is mid-century modern...""",completed,,,0,0,,0,1/19/18,0,,0,,,,
12/31/17,12/31/17,"Post: ""Honolulu‰Ûªs art scene has never been more...""",inactive,,,0,0,,0,2/5/18,0,,0,,,,
12/31/17,12/31/17,20171215-20171222 Traffic Turnkey,completed,,,0,0,,0,12/22/17,0,,0,,,,
12/31/17,12/31/17,20180111-20180119 Lead Gen Private Lanai,completed,,,0,0,,0,1/19/18,0,,0,,,,
12/31/17,12/31/17,20180109-20180111 Lead Gen Turnkey,completed,,,0,0,,0,1/11/18,0,,0,,,,
12/31/17,12/31/17,20180109-20180115 'A'ali'i Blog Retargeting,completed,,,0,0,,0,1/15/18,0,,0,,,,
12/31/17,12/31/17,20171228-20180103 Traffic Homefinder,completed,73,actions:link_click,7789,9339,1.227671233,89.62,1/3/18,1.198998588,70,11,,12,,85
12/31/17,12/31/17,"Post: ""Shaken, not stirred: Bar Leather Apron provides...""",completed,,,0,0,,0,1/8/18,0,,0,,,,
12/31/17,12/31/17,"Post: ""Honolulu‰Ûªs art scene has never been more...""",active,,,0,0,,0,2/5/18,0,,0,,,,
12/31/17,12/31/17,"Post: ""From post-its to your iPhone, design is a part of...""",recently_completed,,,0,0,,0,1/29/18,0,,0,,,,
12/31/17,12/31/17,"Post: ""Names have power. Learn more about the origins of...""",inactive,,,0,0,,0,1/15/18,0,,0,,,,
12/31/17,12/31/17,"Post: ""Catch a movie, take a free yoga class or meet up...""",completed,213,actions:post_engagement,4794,4907,0.370751174,78.97,12/31/17,1.023571131,22,18,,188,1,213
12/30/17,12/30/17,20180122-20180127 Lead Gen OO,completed,,,0,0,,0,1/27/18,0,,0,,,,
12/30/17,12/30/17,20180109-20180115 'A'ali'i Blog Retargeting,completed,,,0,0,,0,1/15/18,0,,0,,,,
12/30/17,12/30/17,"Post: ""Who was Ossipoff and what is mid-century modern...""",completed,,,0,0,,0,1/19/18,0,,0,,,,
12/30/17,12/30/17,20171221-20171231 'A'ali'i Blog Retargeting,completed,,,772,1122,,20.95,12/31/17,1.453367876,7,3,,3,,10
12/30/17,12/30/17,20180204-20180204 Lead Gen OO,active,,,0,0,,0,2/4/18,0,,0,,,,
12/30/17,12/30/17,20171215-20180103 Lead Gen Turnkey,completed,13,actions:leadgen.other,5791,6090,14.57923077,189.53,1/7/18,1.051631843,111,1,,25,2,147
12/30/17,12/30/17,"Post: ""From post-its to your iPhone, design is a part of...""",recently_completed,,,0,0,,0,1/29/18,0,,0,,,,
12/30/17,12/30/17,20180117-20180123 Lead Gen Turnkey,completed,,,0,0,,0,1/23/18,0,,0,,,,
12/30/17,12/30/17,"Post: ""Honolulu‰Ûªs art scene has never been more...""",inactive,,,0,0,,0,2/5/18,0,,0,,,,
12/30/17,12/30/17,"Post: ""From Nobu to Piggy Smalls, find some of...""",completed,,,0,0,,0,12/24/17,0,,0,,,,
12/30/17,12/30/17,20180109-20180111 Lead Gen Turnkey,completed,,,0,0,,0,1/11/18,0,,0,,,,
12/30/17,12/30/17,20171215-20171222 Traffic Rottet,completed,,,0,0,,0,12/22/17,0,,0,,,,
